id_freelancer;id_trabajo;id_cliente;id_plataforma;Last_Name;Name;Fecha_inicio;Fecha_finalizacion;Job_Category;Platform;Experience_Level;Client_Region;Payment_Method;Job_Completed;Earnings_USD;Hourly_Rate;Job_Success_Rate;Client_Rating;Job_Duration_Days;Project_Type;Rehire_Rate;Marketing_Spend
94;1472;1472;1472;Gonzalez;Betty;19/09/2023;31/01/2025;SEO;Toptal;Intermediate;Canada;Bank Transfer;37;836;898;8692;425;50;Fixed;3429;129
95;1473;1473;1473;Wright;Steven;23/09/2023;15/08/2024;SEO;PeoplePerHour;Expert;Canada;Crypto;264;2159;4258;9393;452;36;Hourly;4023;21
96;1474;1474;1474;Perry;Maria;18/10/2023;20/05/2024;SEO;Freelancer;Intermediate;Middle East;Mobile Banking;91;5496;997;7021;308;79;Fixed;6472;379
97;1475;1475;1475;Cole;Charles;14/10/2023;08/05/2024;SEO;Fiverr;Expert;Australia;Mobile Banking;269;5885;746;6635;467;60;Hourly;4389;388
98;1476;1476;1476;Mitchell;Lori;01/01/2023;13/03/2024;Graphic Design;Fiverr;Intermediate;Canada;Mobile Banking;34;2036;9555;8338;424;18;Fixed;6558;134
99;1477;1477;1477;Ward;Paul;28/11/2023;27/11/2024;App Development;Upwork;Expert;Europe;Crypto;236;8176;2059;9039;413;20;Fixed;5035;19
100;1478;1478;1478;Gonzalez;Katie;28/08/2023;05/10/2024;Digital Marketing;Fiverr;Expert;Middle East;Bank Transfer;80;9120;2603;8811;425;5;Fixed;3394;219
101;1479;1479;1479;Perez;Adam;04/06/2023;13/08/2024;Data Entry;Fiverr;Beginner;Europe;PayPal;133;7350;1971;8989;473;18;Fixed;667;332
102;1480;1480;1480;Simmons;Shannon;11/07/2023;29/07/2024;SEO;Freelancer;Beginner;Middle East;Mobile Banking;275;9849;3373;7178;417;40;Hourly;2668;129
103;1481;1481;1481;Brown;Daniel;22/03/2023;04/10/2024;SEO;Freelancer;Beginner;Europe;Crypto;93;5759;7382;9089;416;1;Hourly;2571;31
104;1482;1482;1482;Robinson;Lillian;22/01/2023;08/08/2024;Data Entry;PeoplePerHour;Beginner;Australia;Bank Transfer;174;2453;2067;5601;498;19;Fixed;4532;89
105;1483;1483;1483;King;Robert;30/11/2023;08/02/2025;App Development;Upwork;Expert;Middle East;Bank Transfer;132;8312;548;7722;451;87;Fixed;2826;258
106;1484;1484;1484;Johnson;Linda;18/10/2023;25/07/2024;Customer Support;Fiverr;Intermediate;Asia;Crypto;178;4451;3057;5029;388;26;Fixed;1064;424
1;1485;1485;1485;Smith;James;18/07/2023;12/02/2024;Web Development;PeoplePerHour;Beginner;UK;Mobile Banking;30;6751;8377;6623;441;29;Hourly;5538;297
2;1486;1486;1486;Johnson;Mary;29/12/2023;21/11/2024;App Development;Upwork;Beginner;Australia;PayPal;65;3345;563;6832;378;59;Fixed;4578;332
3;1487;1487;1487;Williams;John;10/07/2023;19/03/2024;Web Development;Fiverr;Beginner;Europe;Mobile Banking;71;9003;262;6981;346;63;Fixed;4119;248
4;1488;1488;1488;Jones;Patricia;24/03/2023;05/06/2024;Data Entry;Fiverr;Intermediate;Middle East;Bank Transfer;30;2171;625;8477;419;83;Hourly;7769;468
5;1489;1489;1489;Brown;Robert;22/07/2023;17/01/2025;Digital Marketing;Freelancer;Expert;Australia;PayPal;87;3632;1419;6943;486;62;Fixed;4998;172
6;1490;1490;1490;Miller;Jennifer;07/10/2023;26/01/2025;Customer Support;Toptal;Beginner;Europe;Mobile Banking;64;4247;493;7243;486;48;Fixed;7044;356
7;1491;1491;1491;Davis;Michael;20/07/2023;16/09/2024;Web Development;Upwork;Beginner;USA;PayPal;43;9871;4644;6188;368;62;Fixed;1976;470
8;1492;1492;1492;Wilson;Linda;19/04/2023;04/03/2024;Data Entry;Fiverr;Beginner;USA;Crypto;127;5750;8599;6866;406;18;Fixed;4984;454
9;1493;1493;1493;Moore;William;02/05/2023;24/04/2024;Content Writing;Upwork;Intermediate;Canada;Mobile Banking;296;7282;6441;6136;342;66;Hourly;7076;400
10;1494;1494;1494;Taylor;Elizabeth;25/03/2023;19/04/2024;Data Entry;PeoplePerHour;Beginner;UK;Bank Transfer;281;4338;6577;5366;499;27;Hourly;5082;475
11;1495;1495;1495;Anderson;David;05/12/2023;21/10/2024;App Development;PeoplePerHour;Beginner;USA;Bank Transfer;286;1135;9542;8017;496;6;Hourly;6026;383
12;1496;1496;1496;Thomas;Susan;25/08/2023;12/01/2025;Customer Support;Toptal;Intermediate;Asia;PayPal;195;8695;9832;8341;43;70;Fixed;3604;46
13;1497;1497;1497;Jackson;Richard;01/09/2023;20/11/2024;Customer Support;Fiverr;Intermediate;Europe;Crypto;296;2671;6707;8097;461;59;Fixed;1647;477
14;1498;1498;1498;White;Jessica;31/03/2023;11/02/2024;Data Entry;Freelancer;Beginner;Australia;Mobile Banking;156;8860;5459;7317;443;6;Hourly;4205;196
15;1499;1499;1499;Harris;Charles;09/05/2023;23/11/2024;App Development;Fiverr;Beginner;Middle East;Crypto;237;8878;6275;6899;419;31;Fixed;3761;407
16;1500;1500;1500;Martin;Sarah;16/01/2023;08/08/2024;Data Entry;Upwork;Intermediate;Australia;Crypto;150;2398;4133;9317;311;56;Fixed;7069;454
17;1501;1501;1501;Thompson;Joseph;05/09/2023;05/03/2024;Customer Support;PeoplePerHour;Expert;Canada;PayPal;275;4924;9881;7595;391;54;Hourly;2708;378
18;1502;1502;1502;Garcia;Karen;02/11/2023;24/04/2024;Customer Support;Upwork;Intermediate;Australia;PayPal;138;3086;7198;7396;435;85;Hourly;7767;33
19;1503;1503;1503;Martinez;Thomas;21/08/2023;25/06/2024;Graphic Design;Toptal;Expert;USA;Mobile Banking;175;2399;3265;5128;436;41;Fixed;7707;253
20;1504;1504;1504;Roberts;Nancy;23/01/2023;06/02/2025;Data Entry;PeoplePerHour;Beginner;Australia;Bank Transfer;32;5793;1049;6706;375;18;Hourly;2733;247
21;1505;1505;1505;Clark;Christopher;24/06/2023;10/02/2024;SEO;Freelancer;Beginner;USA;Mobile Banking;140;4482;925;6901;488;87;Fixed;3436;433
22;1506;1506;1506;Rodriguez;Betty;20/05/2023;19/03/2024;Data Entry;PeoplePerHour;Expert;USA;Crypto;245;6225;2447;6994;333;23;Hourly;7269;41
23;1507;1507;1507;Lewis;Daniel;09/09/2023;06/02/2025;Customer Support;Fiverr;Intermediate;UK;PayPal;232;7315;2713;7901;40;36;Hourly;7766;288
24;1508;1508;1508;Lee;Helen;30/11/2023;30/01/2024;Graphic Design;Fiverr;Beginner;Canada;Crypto;291;6153;4443;7668;438;25;Fixed;4104;122
25;1509;1509;1509;Walker;Paul;09/11/2023;28/11/2024;Graphic Design;PeoplePerHour;Expert;Asia;PayPal;38;7408;2541;804;439;7;Fixed;3247;26
26;1510;1510;1510;Hall;Sandra;12/04/2023;26/08/2024;Content Writing;Toptal;Intermediate;Asia;Bank Transfer;6;9313;6494;8824;43;82;Hourly;4683;461
27;1511;1511;1511;Allen;Mark;01/02/2023;14/09/2024;App Development;Fiverr;Expert;Europe;Crypto;199;2081;2507;9065;355;20;Fixed;5814;58
28;1512;1512;1512;Young;Ashley;16/03/2023;05/07/2024;Digital Marketing;Fiverr;Intermediate;Asia;PayPal;98;1299;2285;8591;331;5;Fixed;2914;146
29;1513;1513;1513;King;Donald;27/10/2023;01/04/2024;Web Development;Freelancer;Intermediate;USA;Mobile Banking;139;9537;4977;9778;427;18;Fixed;6155;495
30;1514;1514;1514;Scott;Dorothy;08/11/2023;18/12/2024;Web Development;PeoplePerHour;Intermediate;Middle East;Mobile Banking;208;6858;8942;5091;42;33;Hourly;1362;114
31;1515;1515;1515;Green;George;07/04/2023;18/10/2024;Data Entry;Fiverr;Intermediate;Canada;Mobile Banking;254;3606;4949;5979;336;79;Fixed;1345;485
32;1516;1516;1516;Adams;Deborah;30/05/2023;02/02/2024;Content Writing;Toptal;Expert;Europe;Crypto;151;8569;4432;5038;441;35;Fixed;3704;459
33;1517;1517;1517;Baker;Edward;16/11/2023;03/10/2024;Data Entry;Upwork;Expert;Asia;PayPal;258;9038;5992;8237;391;65;Hourly;3474;386
34;1518;1518;1518;Nelson;Helen;04/04/2023;12/08/2024;Web Development;PeoplePerHour;Expert;Asia;PayPal;180;5349;2944;949;434;63;Hourly;3209;198
35;1519;1519;1519;Carter;Steven;13/10/2023;07/02/2025;App Development;Freelancer;Expert;Middle East;PayPal;129;3144;3858;6217;467;85;Hourly;4437;127
36;1520;1520;1520;Mitchell;Emily;30/12/2023;17/11/2024;Customer Support;Fiverr;Expert;Australia;Crypto;255;3027;2531;9635;334;72;Hourly;3245;375
37;1521;1521;1521;Perez;Brian;19/11/2023;14/02/2025;App Development;Toptal;Intermediate;Canada;PayPal;135;1012;5932;5301;304;71;Fixed;2346;482
38;1522;1522;1522;Roberts;Melissa;23/02/2023;24/02/2025;App Development;PeoplePerHour;Beginner;Middle East;Bank Transfer;54;5775;7125;9672;456;41;Fixed;3166;152
39;1523;1523;1523;Evans;Jack;17/05/2023;10/11/2024;Graphic Design;Toptal;Beginner;Asia;Crypto;97;5539;690;6758;422;50;Hourly;7824;368
40;1524;1524;1524;Gonzalez;Amy;15/06/2023;17/12/2024;Customer Support;Toptal;Expert;Canada;Bank Transfer;224;1318;2921;5507;44;30;Hourly;3878;270
41;1525;1525;1525;Nelson;Kevin;06/09/2023;07/01/2025;Digital Marketing;Freelancer;Expert;Canada;Bank Transfer;24;5329;7907;7429;468;38;Fixed;4113;338
42;1526;1526;1526;Carter;Debra;01/05/2023;02/11/2024;Customer Support;PeoplePerHour;Beginner;Asia;Mobile Banking;209;422;2932;6284;461;35;Fixed;5036;443
43;1527;1527;1527;Morris;Andrew;04/06/2023;07/03/2024;Content Writing;Fiverr;Intermediate;Australia;Crypto;95;4430;1928;6424;492;66;Hourly;7883;82
44;1528;1528;1528;Wright;Stephanie;19/07/2023;01/04/2024;Graphic Design;Freelancer;Expert;Australia;PayPal;177;7667;3823;6536;407;46;Fixed;2691;22
45;1529;1529;1529;Martinez;Joshua;29/09/2023;22/09/2024;Digital Marketing;Fiverr;Intermediate;Asia;Bank Transfer;193;9846;6179;9015;398;8;Fixed;5769;10
46;1530;1530;1530;Hughes;Barbara;15/05/2023;28/04/2024;Content Writing;Upwork;Beginner;Canada;Crypto;6;6329;1849;7696;38;68;Hourly;6012;186
47;1531;1531;1531;King;Frank;23/03/2023;31/12/2024;Content Writing;Toptal;Beginner;Middle East;PayPal;172;145;6657;6557;331;37;Hourly;5251;468
48;1532;1532;1532;Perez;Cynthia;17/03/2023;27/07/2024;Web Development;Upwork;Expert;UK;Mobile Banking;28;4419;8699;8052;415;85;Hourly;162;115
49;1533;1533;1533;Young;Ryan;07/04/2023;02/05/2024;Graphic Design;Toptal;Intermediate;USA;Crypto;72;3991;3285;8581;355;13;Hourly;5738;161
50;1534;1534;1534;Bennett;Rebecca;03/10/2023;10/01/2024;Content Writing;Freelancer;Expert;Australia;Crypto;198;7071;4777;6363;484;73;Fixed;1449;102
51;1535;1535;1535;Cole;Benjamin;27/08/2023;04/11/2024;SEO;Fiverr;Beginner;Asia;Crypto;88;9442;2669;7068;417;45;Hourly;5173;242
52;1536;1536;1536;Bailey;Shirley;06/01/2023;07/01/2025;App Development;Fiverr;Intermediate;UK;PayPal;211;3994;3932;5609;419;29;Fixed;6177;6
53;1537;1537;1537;Fisher;Edward;11/06/2023;26/08/2024;Content Writing;Freelancer;Expert;Australia;Bank Transfer;53;5918;709;5906;371;41;Fixed;2477;361
54;1538;1538;1538;Simmons;Dorothy;06/06/2023;16/07/2024;Digital Marketing;PeoplePerHour;Expert;Canada;Bank Transfer;36;5446;9561;8406;31;56;Fixed;6891;171
55;1539;1539;1539;Parker;Douglas;11/07/2023;25/04/2024;Web Development;Upwork;Expert;Asia;Crypto;174;8091;4451;5907;306;88;Hourly;1212;255
56;1540;1540;1540;Robinson;Marie;15/07/2023;11/01/2024;Data Entry;Upwork;Beginner;UK;Crypto;133;181;7994;7626;385;16;Fixed;6907;246
57;1541;1541;1541;Evans;Peter;02/10/2023;17/03/2024;App Development;Fiverr;Expert;Asia;PayPal;106;7340;1855;8545;317;12;Hourly;4222;474
58;1542;1542;1542;Gomez;Alice;10/01/2023;25/04/2024;Web Development;Fiverr;Intermediate;Middle East;Mobile Banking;39;9632;8217;5534;421;66;Hourly;2523;191
59;1543;1543;1543;Hernandez;Arthur;04/12/2023;01/03/2024;Data Entry;Fiverr;Expert;Middle East;Crypto;203;6566;8671;7837;476;62;Hourly;1936;113
60;1544;1544;1544;Cook;Sandra;23/12/2023;03/10/2024;Graphic Design;Freelancer;Beginner;Europe;Crypto;81;9391;7297;6283;477;19;Fixed;7673;22
61;1545;1545;1545;Morris;Samuel;23/06/2023;21/02/2025;Graphic Design;PeoplePerHour;Expert;USA;Mobile Banking;18;5956;908;9815;432;30;Hourly;1509;357
62;1546;1546;1546;Diaz;Virginia;16/12/2023;30/09/2024;Content Writing;Upwork;Beginner;USA;Crypto;135;857;2088;7418;342;16;Hourly;2394;313
63;1547;1547;1547;James;Jackie;26/07/2023;04/04/2024;SEO;Toptal;Beginner;Australia;Bank Transfer;242;100;5027;903;473;88;Fixed;3435;275
64;1548;1548;1548;Martinez;Jason;16/03/2023;05/01/2024;Graphic Design;Freelancer;Intermediate;USA;Crypto;284;5327;6391;7751;477;13;Hourly;5342;410
65;1549;1549;1549;Taylor;Craig;29/07/2023;14/08/2024;Customer Support;Upwork;Intermediate;Asia;Bank Transfer;69;105;6164;5217;339;69;Fixed;4814;372
66;1550;1550;1550;Allen;Ruth;21/02/2023;04/05/2024;Content Writing;PeoplePerHour;Expert;Asia;PayPal;142;3714;868;8166;447;23;Fixed;188;443
67;1551;1551;1551;Clark;Brenda;07/01/2023;01/06/2024;App Development;Freelancer;Beginner;Europe;PayPal;273;793;2549;9757;357;62;Hourly;3028;135
68;1552;1552;1552;Adams;Doris;25/07/2023;03/08/2024;Web Development;Upwork;Beginner;Middle East;Bank Transfer;232;6080;2169;8008;461;31;Hourly;2671;356
69;1553;1553;1553;Lopez;Gary;15/10/2023;15/01/2024;Graphic Design;Freelancer;Intermediate;UK;Bank Transfer;205;8181;2907;9096;499;53;Hourly;2495;194
70;1554;1554;1554;Walker;Jacqueline;24/10/2023;14/03/2024;Customer Support;Upwork;Intermediate;UK;Mobile Banking;146;129;897;9421;306;17;Hourly;3878;257
71;1555;1555;1555;White;Louis;30/05/2023;13/02/2025;Web Development;Upwork;Expert;Middle East;Bank Transfer;104;3016;944;614;479;49;Fixed;5928;277
72;1556;1556;1556;Young;Tammy;28/05/2023;19/10/2024;Web Development;PeoplePerHour;Beginner;Canada;Bank Transfer;142;3778;5911;606;425;49;Hourly;2522;69
73;1557;1557;1557;Hernandez;Henry;09/01/2023;03/01/2025;SEO;Toptal;Intermediate;Middle East;Crypto;172;4586;5263;8055;495;67;Hourly;3567;358
74;1558;1558;1558;Hall;Susan;26/11/2023;02/03/2024;Graphic Design;PeoplePerHour;Expert;UK;Mobile Banking;103;175;6251;7055;393;26;Fixed;3736;359
75;1559;1559;1559;Roberts;Donald;27/04/2023;24/07/2024;Web Development;Upwork;Beginner;Australia;Bank Transfer;70;5863;6355;9199;469;13;Hourly;7835;35
76;1560;1560;1560;Miller;Christine;01/10/2023;14/09/2024;SEO;Freelancer;Beginner;Europe;Bank Transfer;51;8460;2118;950;312;38;Hourly;7683;107
77;1561;1561;1561;Nelson;Arthur;16/06/2023;11/01/2025;SEO;PeoplePerHour;Intermediate;Middle East;Bank Transfer;235;997;7021;6767;367;22;Hourly;6601;23
78;1562;1562;1562;Evans;Teresa;10/08/2023;09/06/2024;Graphic Design;Toptal;Expert;Canada;Crypto;150;644;4797;6184;313;85;Hourly;2692;139
79;1563;1563;1563;Allen;Douglas;27/10/2023;23/03/2024;SEO;Upwork;Intermediate;Australia;Crypto;211;5080;5415;8903;495;29;Hourly;1476;464
80;1564;1564;1564;Garcia;Albert;23/04/2023;08/03/2024;Graphic Design;PeoplePerHour;Expert;Middle East;Crypto;150;190;788;6374;463;45;Fixed;3218;21
81;1565;1565;1565;Collins;Jack;16/04/2023;30/08/2024;Customer Support;PeoplePerHour;Beginner;Australia;PayPal;156;3105;7763;9113;471;46;Hourly;2868;338
82;1566;1566;1566;Russell;Martha;27/09/2023;18/11/2024;Graphic Design;PeoplePerHour;Expert;Middle East;Crypto;283;9872;8437;7119;488;39;Fixed;4541;328
83;1567;1567;1567;Ramirez;George;13/01/2023;26/02/2024;Data Entry;PeoplePerHour;Expert;Australia;Bank Transfer;144;9118;6385;8338;317;69;Fixed;6444;203
84;1568;1568;1568;Parker;Judy;28/10/2023;23/08/2024;Web Development;Freelancer;Expert;Asia;Crypto;155;4255;7613;5478;377;78;Fixed;7008;379
85;1569;1569;1569;Brooks;Dennis;15/08/2023;24/12/2024;Customer Support;Toptal;Expert;USA;Crypto;25;5221;5466;8119;314;82;Fixed;6914;223
86;1570;1570;1570;Watson;Barbara;17/07/2023;23/05/2024;Digital Marketing;Toptal;Expert;Australia;Mobile Banking;258;7832;6374;7259;342;68;Hourly;3518;222
87;1571;1571;1571;Burns;Daniel;23/09/2023;31/01/2024;Graphic Design;Upwork;Intermediate;Asia;Bank Transfer;68;2710;4248;7933;346;39;Hourly;5811;80
88;1572;1572;1572;Baker;Nancy;24/01/2023;25/05/2024;Web Development;Fiverr;Expert;USA;Crypto;222;6906;8023;584;394;20;Fixed;319;406
89;1573;1573;1573;Watson;Brandon;03/01/2023;03/01/2024;App Development;Freelancer;Expert;UK;PayPal;76;6139;4949;8684;354;77;Hourly;1426;329
90;1574;1574;1574;Harris;Patricia;14/10/2023;05/11/2024;SEO;Upwork;Beginner;USA;Mobile Banking;166;5368;6962;9314;32;68;Hourly;5911;190
91;1575;1575;1575;Martinez;Victor;17/02/2023;11/11/2024;Content Writing;Upwork;Expert;Australia;Crypto;134;2602;6404;6084;333;35;Fixed;1069;285
92;1576;1576;1576;Evans;Rachel;13/09/2023;15/06/2024;Graphic Design;PeoplePerHour;Beginner;Europe;Mobile Banking;73;3661;7172;5479;329;8;Hourly;3864;146
93;1577;1577;1577;Collins;Henry;16/12/2023;15/02/2025;SEO;Fiverr;Intermediate;Europe;Mobile Banking;229;8112;796;5118;495;52;Fixed;3306;281
94;1578;1578;1578;Gonzalez;Betty;12/12/2023;20/05/2024;SEO;Fiverr;Intermediate;UK;PayPal;250;1090;5371;821;452;40;Fixed;5854;473
95;1579;1579;1579;Wright;Steven;12/03/2023;15/05/2024;SEO;Freelancer;Expert;Australia;PayPal;72;8556;8224;8035;494;36;Hourly;6364;383
96;1580;1580;1580;Perry;Maria;15/07/2023;08/10/2024;SEO;Fiverr;Intermediate;USA;PayPal;111;7653;5224;7733;388;6;Hourly;3129;10
97;1581;1581;1581;Cole;Charles;21/11/2023;13/06/2024;SEO;Upwork;Expert;Europe;Bank Transfer;113;4222;9588;616;356;86;Hourly;6681;275
98;1582;1582;1582;Mitchell;Lori;03/12/2023;09/10/2024;Graphic Design;Fiverr;Intermediate;Middle East;Mobile Banking;107;2996;765;6955;46;70;Fixed;3057;373
99;1583;1583;1583;Ward;Paul;24/10/2023;25/06/2024;App Development;Fiverr;Expert;Canada;Crypto;145;3286;2126;7972;365;73;Fixed;4124;55
100;1584;1584;1584;Gonzalez;Katie;31/10/2023;25/09/2024;Digital Marketing;Toptal;Expert;Australia;PayPal;69;3730;8381;7484;36;16;Hourly;6089;172
101;1585;1585;1585;Perez;Adam;01/10/2023;16/01/2024;Data Entry;Upwork;Beginner;Asia;PayPal;138;4857;574;9939;347;46;Fixed;585;451
102;1586;1586;1586;Simmons;Shannon;03/05/2023;03/08/2024;SEO;Fiverr;Beginner;Asia;Mobile Banking;203;1587;9852;5682;326;59;Hourly;7912;302
103;1587;1587;1587;Brown;Daniel;22/03/2023;15/05/2024;SEO;Fiverr;Beginner;Middle East;Mobile Banking;159;3922;7329;8476;351;38;Hourly;2576;203
104;1588;1588;1588;Robinson;Lillian;24/01/2023;21/02/2024;Data Entry;PeoplePerHour;Beginner;Middle East;Mobile Banking;83;1917;1302;7022;371;18;Hourly;5636;344
105;1589;1589;1589;King;Robert;25/09/2023;27/01/2025;App Development;Fiverr;Expert;Australia;Crypto;254;1211;4252;7141;435;12;Hourly;5268;247
106;1590;1590;1590;Johnson;Linda;30/01/2023;03/08/2024;Customer Support;Fiverr;Intermediate;Canada;Bank Transfer;91;3970;5414;8588;313;54;Fixed;7406;313
1;1591;1591;1591;Smith;James;08/10/2023;17/07/2024;Web Development;Toptal;Beginner;Europe;Bank Transfer;245;5743;8471;8462;342;47;Hourly;2095;265
2;1592;1592;1592;Johnson;Mary;18/10/2023;06/09/2024;App Development;Upwork;Beginner;Canada;PayPal;92;3932;7429;9956;462;1;Fixed;6263;21
3;1593;1593;1593;Williams;John;14/06/2023;08/01/2025;Web Development;Freelancer;Beginner;UK;Bank Transfer;176;7788;4009;5642;329;15;Fixed;4978;326
4;1594;1594;1594;Jones;Patricia;05/08/2023;25/05/2024;Data Entry;Upwork;Intermediate;USA;Crypto;21;8506;6708;5521;369;80;Fixed;2923;23
5;1595;1595;1595;Brown;Robert;21/12/2023;07/01/2025;Digital Marketing;PeoplePerHour;Expert;USA;Bank Transfer;227;6381;5981;8622;473;21;Fixed;4321;193
6;1596;1596;1596;Miller;Jennifer;07/12/2023;12/04/2024;Customer Support;Upwork;Beginner;Middle East;Crypto;298;5232;1697;7892;331;1;Fixed;3336;95
7;1597;1597;1597;Davis;Michael;16/08/2023;04/11/2024;Web Development;Fiverr;Beginner;Europe;PayPal;223;9544;2731;6371;317;67;Fixed;5055;468
8;1598;1598;1598;Wilson;Linda;05/08/2023;11/12/2024;Data Entry;PeoplePerHour;Beginner;Canada;Mobile Banking;238;9436;3741;5397;397;12;Hourly;7223;444
9;1599;1599;1599;Moore;William;26/06/2023;10/08/2024;Content Writing;Upwork;Intermediate;Middle East;Crypto;252;1576;2357;5428;36;28;Fixed;4985;262
10;1600;1600;1600;Taylor;Elizabeth;06/03/2023;31/01/2024;Data Entry;PeoplePerHour;Beginner;Australia;Mobile Banking;56;8181;1926;9471;413;39;Hourly;5422;71
11;1601;1601;1601;Anderson;David;08/10/2023;13/04/2024;App Development;Freelancer;Beginner;Middle East;PayPal;19;4444;1053;5959;461;37;Fixed;4631;242
12;1602;1602;1602;Thomas;Susan;22/06/2023;02/01/2024;Customer Support;Upwork;Intermediate;Australia;Crypto;116;1208;8794;6617;327;60;Hourly;1358;382
13;1603;1603;1603;Jackson;Richard;23/06/2023;31/01/2024;Customer Support;Fiverr;Intermediate;Australia;Crypto;188;4417;3245;6133;416;31;Hourly;263;37
14;1604;1604;1604;White;Jessica;05/09/2023;05/02/2025;Data Entry;PeoplePerHour;Beginner;UK;Bank Transfer;11;4680;3258;6775;401;58;Fixed;4444;404
15;1605;1605;1605;Harris;Charles;17/09/2023;03/12/2024;App Development;Toptal;Beginner;UK;Crypto;55;3563;2459;5347;329;11;Hourly;3172;391
16;1606;1606;1606;Martin;Sarah;27/05/2023;14/04/2024;Data Entry;PeoplePerHour;Intermediate;Australia;PayPal;245;1194;5016;7595;425;29;Hourly;2272;376
17;1607;1607;1607;Thompson;Joseph;02/09/2023;05/01/2025;Customer Support;Toptal;Expert;Europe;Mobile Banking;249;118;5385;5338;355;89;Fixed;4529;88
18;1608;1608;1608;Garcia;Karen;14/07/2023;26/01/2024;Customer Support;Fiverr;Intermediate;UK;Crypto;190;3767;2479;9002;398;13;Fixed;326;27
19;1609;1609;1609;Martinez;Thomas;09/04/2023;02/02/2025;Graphic Design;Freelancer;Expert;UK;PayPal;291;9068;6281;6169;316;51;Fixed;2807;91
20;1610;1610;1610;Roberts;Nancy;12/05/2023;31/03/2024;Data Entry;Toptal;Beginner;USA;PayPal;96;9411;7368;770;392;54;Fixed;4248;53
21;1611;1611;1611;Clark;Christopher;04/12/2023;04/03/2024;SEO;Freelancer;Beginner;Middle East;Crypto;110;9225;4051;940;361;19;Fixed;1933;158
22;1612;1612;1612;Rodriguez;Betty;04/04/2023;13/05/2024;Data Entry;PeoplePerHour;Expert;USA;Bank Transfer;17;9694;6062;8254;464;58;Fixed;7494;371
23;1613;1613;1613;Lewis;Daniel;01/01/2023;27/05/2024;Customer Support;Fiverr;Intermediate;Europe;Crypto;150;9281;5272;7665;311;36;Fixed;7074;227
24;1614;1614;1614;Lee;Helen;11/12/2023;09/11/2024;Graphic Design;Toptal;Beginner;UK;Crypto;123;4773;2358;6622;384;28;Fixed;5953;472
25;1615;1615;1615;Walker;Paul;25/12/2023;05/05/2024;Graphic Design;PeoplePerHour;Expert;Asia;Bank Transfer;207;4263;7435;6665;392;68;Hourly;1743;371
26;1616;1616;1616;Hall;Sandra;07/10/2023;24/04/2024;Content Writing;Upwork;Intermediate;UK;PayPal;145;6463;8114;8347;445;3;Fixed;6431;375
27;1617;1617;1617;Allen;Mark;15/11/2023;29/12/2024;App Development;PeoplePerHour;Expert;Canada;Crypto;119;3516;6664;9971;415;89;Hourly;6656;40
28;1618;1618;1618;Young;Ashley;20/03/2023;05/11/2024;Digital Marketing;Freelancer;Intermediate;Europe;Bank Transfer;156;3076;3577;8309;433;41;Fixed;6374;36
29;1619;1619;1619;King;Donald;14/06/2023;28/04/2024;Web Development;Fiverr;Intermediate;Asia;Mobile Banking;61;7048;9305;7789;455;35;Fixed;1798;124
30;1620;1620;1620;Scott;Dorothy;20/08/2023;23/12/2024;Web Development;Fiverr;Intermediate;Middle East;Mobile Banking;161;2797;4826;8653;472;76;Fixed;5507;421
31;1621;1621;1621;Green;George;14/09/2023;13/04/2024;Data Entry;PeoplePerHour;Intermediate;Middle East;Bank Transfer;137;7321;3026;7326;363;84;Fixed;684;178
32;1622;1622;1622;Adams;Deborah;11/10/2023;15/05/2024;Content Writing;Upwork;Expert;Asia;PayPal;167;6221;4378;5301;408;81;Hourly;5041;331
33;1623;1623;1623;Baker;Edward;28/04/2023;23/11/2024;Data Entry;Freelancer;Expert;Middle East;Bank Transfer;279;3905;7075;7811;468;76;Hourly;5525;36
34;1624;1624;1624;Nelson;Helen;10/10/2023;10/12/2024;Web Development;PeoplePerHour;Expert;Asia;PayPal;187;8803;8536;9788;498;50;Fixed;4209;100
35;1625;1625;1625;Carter;Steven;11/10/2023;28/01/2024;App Development;PeoplePerHour;Expert;Europe;Mobile Banking;81;2253;3887;5877;478;74;Hourly;4701;30
36;1626;1626;1626;Mitchell;Emily;27/09/2023;18/01/2025;Customer Support;Fiverr;Expert;Asia;Crypto;48;3469;271;845;374;82;Fixed;1241;189
37;1627;1627;1627;Perez;Brian;31/01/2023;20/01/2025;App Development;Freelancer;Intermediate;Asia;Bank Transfer;210;1194;6452;6005;339;30;Hourly;5473;145
38;1628;1628;1628;Roberts;Melissa;17/03/2023;15/01/2025;App Development;Upwork;Beginner;Canada;Mobile Banking;42;2749;9252;7679;398;72;Fixed;157;89
39;1629;1629;1629;Evans;Jack;29/10/2023;15/08/2024;Graphic Design;Fiverr;Beginner;Canada;Crypto;26;9793;2241;5483;448;77;Hourly;4045;5
40;1630;1630;1630;Gonzalez;Amy;25/06/2023;26/06/2024;Customer Support;PeoplePerHour;Expert;USA;Mobile Banking;77;610;8129;7252;399;70;Hourly;3049;392
41;1631;1631;1631;Nelson;Kevin;15/12/2023;11/03/2024;Digital Marketing;Fiverr;Expert;Europe;Bank Transfer;245;1237;5028;8781;397;54;Hourly;4818;138
42;1632;1632;1632;Carter;Debra;23/09/2023;06/08/2024;Customer Support;Fiverr;Beginner;Europe;Bank Transfer;158;3183;8095;6738;468;71;Fixed;1934;94
